Sex,Age,Height,Weight,Activity Level,BMI,Daily Calories,Carbs,Fiber,Protein,Fat,Water,Vitamin C,Vitamin A,Vitamin D,Vitamin E,Vitamin B12,Vitamin K,Niacin,Calcium
Male,21 years,5 ft. 6 in.,223 lbs.,Sedentary,36,"2,976 kcal/day","335 - 484 grams
",38 grams,81 grams,"66 - 116 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,225 lbs.,Sedentary,36.3,"2,990 kcal/day","336 - 486 grams
",38 grams,82 grams,"66 - 116 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,227 lbs.,Sedentary,36.6,"3,005 kcal/day","338 - 488 grams
",38 grams,82 grams,"67 - 117 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,229 lbs.,Sedentary,37,"3,019 kcal/day","340 - 491 grams
",38 grams,83 grams,"67 - 117 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,232 lbs.,Sedentary,37.4,"3,041 kcal/day","342 - 494 grams
",38 grams,84 grams,"68 - 118 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,234 lbs.,Sedentary,37.8,"3,055 kcal/day","344 - 496 grams
",38 grams,85 grams,"68 - 119 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,236 lbs.,Sedentary,38.1,"3,070 kcal/day","345 - 499 grams
",38 grams,86 grams,"68 - 119 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,238 lbs.,Sedentary,38.4,"3,084 kcal/day","347 - 501 grams
",38 grams,86 grams,"69 - 120 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,240 lbs.,Sedentary,38.7,"3,098 kcal/day","349 - 503 grams
",38 grams,87 grams,"69 - 120 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,243 lbs.,Sedentary,39.2,"3,120 kcal/day","351 - 507 grams
",38 grams,88 grams,"69 - 121 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,245 lbs.,Sedentary,39.5,"3,135 kcal/day","353 - 509 grams
",38 grams,89 grams,"70 - 122 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,246 lbs.,Sedentary,39.9,"3,149 kcal/day","354 - 512 grams
",38 grams,90 grams,"70 - 122 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,249 lbs.,Sedentary,40.2,"3,163 kcal/day","356 - 514 grams
",38 grams,90 grams,"70 - 123 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,251 lbs.,Sedentary,40.5,"3,178 kcal/day","358 - 516 grams
",38 grams,91 grams,"71 - 124 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,254 lbs.,Sedentary,41,"3,200 kcal/day","360 - 520 grams
",38 grams,92 grams,"71 - 124 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,256 lbs.,Sedentary,41.3,"3,214 kcal/day","362 - 522 grams
",38 grams,93 grams,"71 - 125 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,258 lbs.,Sedentary,41.6,"3,228 kcal/day","363 - 525 grams
",38 grams,94 grams,"72 - 126 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,260 lbs.,Sedentary,42,"3,243 kcal/day","365 - 527 grams
",38 grams,94 grams,"72 - 126 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,262 lbs.,Sedentary,42.3,"3,257 kcal/day","366 - 529 grams
",38 grams,95 grams,"72 - 127 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,265 lbs.,Sedentary,42.8,"3,279 kcal/day","369 - 533 grams
",38 grams,96 grams,"73 - 128 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,267 lbs.,Sedentary,43.1,"3,293 kcal/day","370 - 535 grams
",38 grams,97 grams,"73 - 128 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,269 lbs.,Sedentary,43.4,"3,308 kcal/day","372 - 538 grams
",38 grams,98 grams,"74 - 129 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,271 lbs.,Sedentary,43.7,"3,322 kcal/day","374 - 540 grams
",38 grams,98 grams,"74 - 129 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,5 ft. 6 in.,273 lbs.,Sedentary,44.1,"3,337 kcal/day","375 - 542 grams
",38 grams,99 grams,"74 - 130 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,165 lbs.,Sedentary,22.4,"2,639 kcal/day","297 - 429 grams
",38 grams,60 grams,"59 - 103 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,168 lbs.,Sedentary,22.8,"2,661 kcal/day","299 - 432 grams
",38 grams,61 grams,"59 - 103 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,170 lbs.,Sedentary,23.1,"2,676 kcal/day","301 - 435 grams
",38 grams,62 grams,"59 - 104 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,172 lbs.,Sedentary,23.3,"2,690 kcal/day","303 - 437 grams
",38 grams,62 grams,"60 - 105 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,174 lbs.,Sedentary,23.6,"2,704 kcal/day","304 - 439 grams
",38 grams,63 grams,"60 - 105 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,176 lbs.,Sedentary,23.9,"2,719 kcal/day","306 - 442 grams
",38 grams,64 grams,"60 - 106 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,179 lbs.,Sedentary,24.3,"2,740 kcal/day","308 - 445 grams
",38 grams,65 grams,"61 - 107 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,181 lbs.,Sedentary,24.5,"2,755 kcal/day","310 - 448 grams
",38 grams,66 grams,"61 - 107 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,182 lbs.,Sedentary,24.8,"2,769 kcal/day","312 - 450 grams
",38 grams,66 grams,"62 - 108 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,185 lbs.,Sedentary,25.1,"2,784 kcal/day","313 - 452 grams
",38 grams,67 grams,"62 - 108 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,187 lbs.,Sedentary,25.4,"2,798 kcal/day","315 - 455 grams
",38 grams,68 grams,"62 - 109 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,190 lbs.,Sedentary,25.8,"2,820 kcal/day","317 - 458 grams
",38 grams,69 grams,"63 - 110 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,192 lbs.,Sedentary,26,"2,834 kcal/day","319 - 461 grams
",38 grams,70 grams,"63 - 110 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,194 lbs.,Sedentary,26.3,"2,849 kcal/day","321 - 463 grams
",38 grams,70 grams,"63 - 111 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,196 lbs.,Sedentary,26.6,"2,863 kcal/day","322 - 465 grams
",38 grams,71 grams,"64 - 111 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,198 lbs.,Sedentary,26.9,"2,878 kcal/day","324 - 468 grams
",38 grams,72 grams,"64 - 112 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,201 lbs.,Sedentary,27.3,"2,899 kcal/day","326 - 471 grams
",38 grams,73 grams,"64 - 113 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,203 lbs.,Sedentary,27.5,"2,914 kcal/day","328 - 474 grams
",38 grams,74 grams,"65 - 113 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,205 lbs.,Sedentary,27.8,"2,928 kcal/day","329 - 476 grams
",38 grams,74 grams,"65 - 114 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,207 lbs.,Sedentary,28.1,"2,943 kcal/day","331 - 478 grams
",38 grams,75 grams,"65 - 114 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,209 lbs.,Sedentary,28.3,"2,957 kcal/day","333 - 481 grams
",38 grams,76 grams,"66 - 115 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,212 lbs.,Sedentary,28.8,"2,979 kcal/day","335 - 484 grams
",38 grams,77 grams,"66 - 116 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,214 lbs.,Sedentary,29,"2,993 kcal/day","337 - 486 grams
",38 grams,78 grams,"67 - 116 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,216 lbs.,Sedentary,29.3,"3,008 kcal/day","338 - 489 grams
",38 grams,78 grams,"67 - 117 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,218 lbs.,Sedentary,29.6,"3,022 kcal/day","340 - 491 grams
",38 grams,79 grams,"67 - 118 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,220 lbs.,Sedentary,29.8,"3,036 kcal/day","342 - 493 grams
",38 grams,80 grams,"67 - 118 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,223 lbs.,Sedentary,30.2,"3,058 kcal/day","344 - 497 grams
",38 grams,81 grams,"68 - 119 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,225 lbs.,Sedentary,30.5,"3,072 kcal/day","346 - 499 grams
",38 grams,82 grams,"68 - 119 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,227 lbs.,Sedentary,30.8,"3,087 kcal/day","347 - 502 grams
",38 grams,82 grams,"69 - 120 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,229 lbs.,Sedentary,31.1,"3,101 kcal/day","349 - 504 grams
",38 grams,83 grams,"69 - 121 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,232 lbs.,Sedentary,31.5,"3,123 kcal/day","351 - 507 grams
",38 grams,84 grams,"69 - 121 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,234 lbs.,Sedentary,31.7,"3,137 kcal/day","353 - 510 grams
",38 grams,85 grams,"70 - 122 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,236 lbs.,Sedentary,32,"3,152 kcal/day","355 - 512 grams
",38 grams,86 grams,"70 - 123 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,238 lbs.,Sedentary,32.3,"3,166 kcal/day","356 - 514 grams
",38 grams,86 grams,"70 - 123 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,240 lbs.,Sedentary,32.6,"3,181 kcal/day","358 - 517 grams
",38 grams,87 grams,"71 - 124 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,243 lbs.,Sedentary,33,"3,202 kcal/day","360 - 520 grams
",38 grams,88 grams,"71 - 125 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,245 lbs.,Sedentary,33.2,"3,217 kcal/day","362 - 523 grams
",38 grams,89 grams,"71 - 125 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,246 lbs.,Sedentary,33.5,"3,231 kcal/day","363 - 525 grams
",38 grams,90 grams,"72 - 126 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,249 lbs.,Sedentary,33.8,"3,246 kcal/day","365 - 527 grams
",38 grams,90 grams,"72 - 126 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,251 lbs.,Sedentary,34,"3,260 kcal/day","367 - 530 grams
",38 grams,91 grams,"72 - 127 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,254 lbs.,Sedentary,34.4,"3,282 kcal/day","369 - 533 grams
",38 grams,92 grams,"73 - 128 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,256 lbs.,Sedentary,34.7,"3,296 kcal/day","371 - 536 grams
",38 grams,93 grams,"73 - 128 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,258 lbs.,Sedentary,35,"3,311 kcal/day","372 - 538 grams
",38 grams,94 grams,"74 - 129 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,260 lbs.,Sedentary,35.3,"3,325 kcal/day","374 - 540 grams
",38 grams,94 grams,"74 - 129 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,262 lbs.,Sedentary,35.5,"3,339 kcal/day","376 - 543 grams
",38 grams,95 grams,"74 - 130 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,265 lbs.,Sedentary,35.9,"3,361 kcal/day","378 - 546 grams
",38 grams,96 grams,"75 - 131 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,267 lbs.,Sedentary,36.2,"3,376 kcal/day","380 - 549 grams
",38 grams,97 grams,"75 - 131 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,269 lbs.,Sedentary,36.5,"3,390 kcal/day","381 - 551 grams
",38 grams,98 grams,"75 - 132 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,271 lbs.,Sedentary,36.8,"3,404 kcal/day","383 - 553 grams
",38 grams,98 grams,"76 - 132 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 0 in.,273 lbs.,Sedentary,37,"3,419 kcal/day","385 - 556 grams
",38 grams,99 grams,"76 - 133 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,165 lbs.,Sedentary,19.1,"2,722 kcal/day","306 - 442 grams
",38 grams,60 grams,"60 - 106 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,168 lbs.,Sedentary,19.4,"2,743 kcal/day","309 - 446 grams
",38 grams,61 grams,"61 - 107 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,170 lbs.,Sedentary,19.6,"2,758 kcal/day","310 - 448 grams
",38 grams,62 grams,"61 - 107 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,172 lbs.,Sedentary,19.9,"2,772 kcal/day","312 - 450 grams
",38 grams,62 grams,"62 - 108 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,174 lbs.,Sedentary,20.1,"2,787 kcal/day","314 - 453 grams
",38 grams,63 grams,"62 - 108 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,176 lbs.,Sedentary,20.3,"2,801 kcal/day","315 - 455 grams
",38 grams,64 grams,"62 - 109 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,179 lbs.,Sedentary,20.7,"2,823 kcal/day","318 - 459 grams
",38 grams,65 grams,"63 - 110 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,181 lbs.,Sedentary,20.9,"2,837 kcal/day","319 - 461 grams
",38 grams,66 grams,"63 - 110 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,182 lbs.,Sedentary,21.1,"2,852 kcal/day","321 - 463 grams
",38 grams,66 grams,"63 - 111 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,185 lbs.,Sedentary,21.4,"2,866 kcal/day","322 - 466 grams
",38 grams,67 grams,"64 - 111 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,187 lbs.,Sedentary,21.6,"2,880 kcal/day","324 - 468 grams
",38 grams,68 grams,"64 - 112 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,190 lbs.,Sedentary,22,"2,902 kcal/day","326 - 472 grams
",38 grams,69 grams,"64 - 113 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,192 lbs.,Sedentary,22.2,"2,917 kcal/day","328 - 474 grams
",38 grams,70 grams,"65 - 113 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,194 lbs.,Sedentary,22.4,"2,931 kcal/day","330 - 476 grams
",38 grams,70 grams,"65 - 114 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,196 lbs.,Sedentary,22.7,"2,945 kcal/day","331 - 479 grams
",38 grams,71 grams,"65 - 115 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,198 lbs.,Sedentary,22.9,"2,960 kcal/day","333 - 481 grams
",38 grams,72 grams,"66 - 115 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,201 lbs.,Sedentary,23.2,"2,981 kcal/day","335 - 484 grams
",38 grams,73 grams,"66 - 116 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,203 lbs.,Sedentary,23.5,"2,996 kcal/day","337 - 487 grams
",38 grams,74 grams,"67 - 117 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,205 lbs.,Sedentary,23.7,"3,010 kcal/day","339 - 489 grams
",38 grams,74 grams,"67 - 117 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,207 lbs.,Sedentary,23.9,"3,025 kcal/day","340 - 492 grams
",38 grams,75 grams,"67 - 118 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,209 lbs.,Sedentary,24.2,"3,039 kcal/day","342 - 494 grams
",38 grams,76 grams,"68 - 118 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,212 lbs.,Sedentary,24.5,"3,061 kcal/day","344 - 497 grams
",38 grams,77 grams,"68 - 119 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
Male,21 years,6 ft. 6 in.,214 lbs.,Sedentary,24.7,"3,075 kcal/day","346 - 500 grams
",38 grams,78 grams,"68 - 120 grams
","3.7 liters (about 16 cups)
",90 mg,900 mcg,15 mcg,15 mg,2.4 mcg,120 mcg,16 mg,"1,000 mg"
